flat_idx	TianS1_key	TianS1_label	TianS2_key	TianS2_label	TianS3_key	TianS3_label	TianS4_key	TianS4_label
408109	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
408110	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
408114	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408115	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408116	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408117	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408118	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408119	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
408120	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
408121	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
408122	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
408123	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
408124	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
408210	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408211	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408212	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408213	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408214	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408215	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408216	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408217	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408218	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408219	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
408220	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
408221	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
408307	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408308	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408309	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408310	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408311	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408312	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408313	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408314	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408315	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408316	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408317	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408404	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408405	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408406	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408407	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408408	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408409	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408410	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408411	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408412	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408413	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408414	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408501	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408502	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408503	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408504	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408505	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408506	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408507	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408508	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408509	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408510	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408511	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408597	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408598	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408599	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408600	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408601	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408602	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408603	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408604	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408605	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408606	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408607	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408694	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408695	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408696	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408697	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408698	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408699	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408700	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408701	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408702	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408703	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
408792	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408793	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408794	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408795	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408796	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408797	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408798	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408799	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408891	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408892	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408893	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408894	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
408895	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
417139	9	HIP-lh	18	pHIP-lh	29	HIP-tail-lh	34	HIP-tail-lh
417140	9	HIP-lh	18	pHIP-lh	29	HIP-tail-lh	34	HIP-tail-lh
417235	9	HIP-lh	18	pHIP-lh	29	HIP-tail-lh	34	HIP-tail-lh
417236	9	HIP-lh	18	pHIP-lh	29	HIP-tail-lh	34	HIP-tail-lh
417237	9	HIP-lh	18	pHIP-lh	29	HIP-tail-lh	34	HIP-tail-lh
417238	9	HIP-lh	18	pHIP-lh	29	HIP-tail-lh	34	HIP-tail-lh
417332	9	HIP-lh	18	pHIP-lh	29	HIP-tail-lh	34	HIP-tail-lh
417333	9	HIP-lh	18	pHIP-lh	29	HIP-tail-lh	34	HIP-tail-lh
417334	9	HIP-lh	18	pHIP-lh	29	HIP-tail-lh	34	HIP-tail-lh
417335	9	HIP-lh	18	pHIP-lh	29	HIP-tail-lh	34	HIP-tail-lh
417336	9	HIP-lh	18	pHIP-lh	29	HIP-tail-lh	34	HIP-tail-lh
417428	9	HIP-lh	18	pHIP-lh	29	HIP-tail-lh	34	HIP-tail-lh
417429	9	HIP-lh	18	pHIP-lh	29	HIP-tail-lh	34	HIP-tail-lh
417430	9	HIP-lh	18	pHIP-lh	29	HIP-tail-lh	34	HIP-tail-lh
417431	9	HIP-lh	18	pHIP-lh	29	HIP-tail-lh	34	HIP-tail-lh
417524	9	HIP-lh	18	pHIP-lh	29	HIP-tail-lh	34	HIP-tail-lh
417525	9	HIP-lh	18	pHIP-lh	29	HIP-tail-lh	34	HIP-tail-lh
417526	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417527	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417528	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417620	9	HIP-lh	18	pHIP-lh	28	HIP-body-lh	33	HIP-body-lh
417621	9	HIP-lh	18	pHIP-lh	29	HIP-tail-lh	34	HIP-tail-lh
417622	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417623	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417624	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417625	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417626	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417627	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417716	9	HIP-lh	18	pHIP-lh	28	HIP-body-lh	33	HIP-body-lh
417717	9	HIP-lh	18	pHIP-lh	28	HIP-body-lh	33	HIP-body-lh
417720	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417721	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417722	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417723	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417724	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417725	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417813	9	HIP-lh	18	pHIP-lh	28	HIP-body-lh	33	HIP-body-lh
417818	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417819	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417820	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417821	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417822	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417823	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417824	12	aTHA-lh	24	THA-DA-lh	35	THA-DAl-lh	39	THA-DAl-lh
417916	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417917	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417918	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417919	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417920	11	pTHA-lh	21	THA-DP-lh	46	THA-DP-lh	50	THA-DP-lh
417921	12	aTHA-lh	24	THA-DA-lh	35	THA-DAl-lh	39	THA-DAl-lh
417922	12	aTHA-lh	24	THA-DA-lh	35	THA-DAl-lh	39	THA-DAl-lh
418013	11	pTHA-lh	22	THA-VP-lh	31	THA-VPl-lh	36	THA-VPl-lh
418014	11	pTHA-lh	22	THA-VP-lh	31	THA-VPl-lh	36	THA-VPl-lh
418015	11	pTHA-lh	22	THA-VP-lh	31	THA-VPl-lh	36	THA-VPl-lh
418016	11	pTHA-lh	22	THA-VP-lh	31	THA-VPl-lh	36	THA-VPl-lh
418017	11	pTHA-lh	22	THA-VP-lh	31	THA-VPl-lh	36	THA-VPl-lh
418018	12	aTHA-lh	24	THA-DA-lh	35	THA-DAl-lh	39	THA-DAl-lh
418019	12	aTHA-lh	24	THA-DA-lh	35	THA-DAl-lh	39	THA-DAl-lh
418101	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	29	HIP-head-m2-lh
418102	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	29	HIP-head-m2-lh
418110	11	pTHA-lh	22	THA-VP-lh	31	THA-VPl-lh	36	THA-VPl-lh
418111	11	pTHA-lh	22	THA-VP-lh	31	THA-VPl-lh	36	THA-VPl-lh
418112	11	pTHA-lh	22	THA-VP-lh	31	THA-VPl-lh	36	THA-VPl-lh
418113	11	pTHA-lh	22	THA-VP-lh	31	THA-VPl-lh	36	THA-VPl-lh
418114	12	aTHA-lh	24	THA-DA-lh	35	THA-DAl-lh	39	THA-DAl-lh
418115	12	aTHA-lh	24	THA-DA-lh	35	THA-DAl-lh	39	THA-DAl-lh
418196	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	29	HIP-head-m2-lh
418197	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	29	HIP-head-m2-lh
418198	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	29	HIP-head-m2-lh
418199	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	29	HIP-head-m2-lh
418208	11	pTHA-lh	22	THA-VP-lh	31	THA-VPl-lh	36	THA-VPl-lh
418209	11	pTHA-lh	22	THA-VP-lh	31	THA-VPl-lh	36	THA-VPl-lh
418210	11	pTHA-lh	22	THA-VP-lh	31	THA-VPl-lh	36	THA-VPl-lh
418211	12	aTHA-lh	24	THA-DA-lh	35	THA-DAl-lh	39	THA-DAl-lh
418292	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	29	HIP-head-m2-lh
418293	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	29	HIP-head-m2-lh
418294	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	29	HIP-head-m2-lh
418295	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	29	HIP-head-m2-lh
418296	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	29	HIP-head-m2-lh
418389	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418390	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	29	HIP-head-m2-lh
418391	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	29	HIP-head-m2-lh
418392	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	29	HIP-head-m2-lh
418393	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	29	HIP-head-m2-lh
418484	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418485	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418486	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418487	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418488	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418489	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	29	HIP-head-m2-lh
418580	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418581	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418582	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418583	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418584	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418585	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418586	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418587	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418588	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418592	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418593	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418594	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418595	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418677	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418678	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418679	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418680	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418681	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418682	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418683	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418684	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418685	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418688	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418689	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418690	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418691	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418692	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418693	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418774	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418775	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418776	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418777	9	HIP-lh	17	aHIP-lh	26	HIP-head-m-lh	28	HIP-head-m1-lh
418778	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418779	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418780	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418781	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418782	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418785	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418786	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418787	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418788	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418789	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418790	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418871	10	AMY-lh	19	lAMY-lh	44	lAMY-lh	48	lAMY-lh
418872	10	AMY-lh	19	lAMY-lh	44	lAMY-lh	48	lAMY-lh
418873	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418874	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418875	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418876	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418877	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418878	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418879	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418882	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418883	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418884	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418885	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418886	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418887	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418888	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
418968	10	AMY-lh	19	lAMY-lh	44	lAMY-lh	48	lAMY-lh
418969	10	AMY-lh	19	lAMY-lh	44	lAMY-lh	48	lAMY-lh
418970	10	AMY-lh	19	lAMY-lh	44	lAMY-lh	48	lAMY-lh
418971	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418972	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418973	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418974	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418975	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418976	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
418979	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418980	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418981	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418982	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418983	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
418984	14	GP-lh	27	pGP-lh	49	pGP-lh	53	pGP-lh
419064	10	AMY-lh	19	lAMY-lh	44	lAMY-lh	48	lAMY-lh
419065	10	AMY-lh	19	lAMY-lh	44	lAMY-lh	48	lAMY-lh
419066	10	AMY-lh	19	lAMY-lh	44	lAMY-lh	48	lAMY-lh
419067	10	AMY-lh	19	lAMY-lh	44	lAMY-lh	48	lAMY-lh
419068	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
419069	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
419070	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
419071	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
419072	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
419073	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
419076	14	GP-lh	28	aGP-lh	50	aGP-lh	54	aGP-lh
419077	14	GP-lh	28	aGP-lh	50	aGP-lh	54	aGP-lh
419078	14	GP-lh	28	aGP-lh	50	aGP-lh	54	aGP-lh
419079	14	GP-lh	28	aGP-lh	50	aGP-lh	54	aGP-lh
419080	14	GP-lh	28	aGP-lh	50	aGP-lh	54	aGP-lh
419081	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
419082	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
419083	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
419162	10	AMY-lh	19	lAMY-lh	44	lAMY-lh	48	lAMY-lh
419163	10	AMY-lh	19	lAMY-lh	44	lAMY-lh	48	lAMY-lh
419164	10	AMY-lh	19	lAMY-lh	44	lAMY-lh	48	lAMY-lh
419165	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
419166	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
419167	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
419168	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
419169	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
419174	14	GP-lh	28	aGP-lh	50	aGP-lh	54	aGP-lh
419175	14	GP-lh	28	aGP-lh	50	aGP-lh	54	aGP-lh
419176	14	GP-lh	28	aGP-lh	50	aGP-lh	54	aGP-lh
419177	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
419178	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
419179	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
419180	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
419181	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
419260	10	AMY-lh	19	lAMY-lh	44	lAMY-lh	48	lAMY-lh
419261	10	AMY-lh	19	lAMY-lh	44	lAMY-lh	48	lAMY-lh
419262	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
419263	10	AMY-lh	20	mAMY-lh	45	mAMY-lh	49	mAMY-lh
419271	14	GP-lh	28	aGP-lh	50	aGP-lh	54	aGP-lh
419272	14	GP-lh	28	aGP-lh	50	aGP-lh	54	aGP-lh
419273	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
419274	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
419275	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
419276	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
419277	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
419278	15	PUT-lh	30	pPUT-lh	39	PUT-DP-lh	43	PUT-DP-lh
419365	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
419366	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
419367	15	PUT-lh	29	aPUT-lh	36	PUT-VA-lh	40	PUT-VA-lh
419368	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
419369	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
419370	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
419371	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
419372	15	PUT-lh	29	aPUT-lh	37	PUT-DA-lh	41	PUT-DA-lh
